"TimeCreated","ProviderName","Id","LevelDisplayName","Message"
"2026/09/21 09:15:40","Edge","257","Warning","[0921/091540.931:WARNING:chrome\elevation_service\caller_validation.cc:163] Failed to authenticate caller process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026/09/20 15:17:30","Edge","257","Warning","[0920/151730.108:WARNING:chrome\elevation_service\caller_validation.cc:163] Failed to authenticate caller process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026/09/19 16:50:28",".NET Runtime","1022","Error",".NET Runtime version 4.0.30319.0 - There was a failure initializing profiling API attach infrastructure.  This process will not allow a profiler to attach.  HRESULT: 0x80004005.  Process ID (decimal): 19364.  Message ID: [0x2509]."
"2026/09/18 02:49:36","Edge","257","Warning","[0918/024936.293:WARNING:chrome\elevation_service\caller_validation.cc:163] Failed to authenticate caller process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026/09/17 13:51:30",".NET Runtime","1022","Error",".NET Runtime version 4.0.30319.0 - There was a failure initializing profiling API attach infrastructure.  This process will not allow a profiler to attach.  HRESULT: 0x80004005.  Process ID (decimal): 18412.  Message ID: [0x2509]."
"2026/09/17 13:50:28","Edge","257","Warning","[0917/135028.811:WARNING:chrome\elevation_service\caller_validation.cc:163] Failed to authenticate caller process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026/09/17 09:14:42",".NET Runtime","1022","Error",".NET Runtime version 4.0.30319.0 - There was a failure initializing profiling API attach infrastructure.  This process will not allow a profiler to attach.  HRESULT: 0x80004005.  Process ID (decimal): 13656.  Message ID: [0x2509]."
"2026/09/17 09:01:50","Edge","257","Warning","[0917/090150.651:WARNING:chrome\elevation_service\caller_validation.cc:163] Failed to authenticate caller process: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2026/09/16 19:36:51","Microsoft-Windows-WMI","63","Warning","A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
"2026/09/16 19:36:51","Microsoft-Windows-WMI","63","Warning","A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
"2026/09/16 19:36:51","Microsoft-Windows-WMI","63","Warning","A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
"2026/09/16 19:36:02","Application Error","1000","Error","Faulting application name: AsusWiFiSmartConnect.exe, version: 1.0.4.0, time stamp: 0x68e5d716
Faulting module name: AsusWiFiSmartConnect.exe, version: 1.0.4.0, time stamp: 0x68e5d716
Exception code: 0xc0000005
Fault offset: 0x00000000000069c9
Faulting process id: 0xCFC
Faulting application start time: 0x1DD4601D0F808E5
Faulting application path: C:\WINDOWS\System32\DriverStore\FileRepository\asussci2.inf_amd64_ec0a7aca8834d5bc\ASUSOptimization\AsusWiFiSmartConnect.exe
Faulting module path: C:\WINDOWS\System32\DriverStore\FileRepository\asussci2.inf_amd64_ec0a7aca8834d5bc\ASUSOptimization\AsusWiFiSmartConnect.exe
Report Id: c9c5eb9e-f5a8-4801-bb9f-e74ab367f789
Faulting package full name: 
Faulting package-relative application ID: "
"2026/09/16 19:35:55","Microsoft-Windows-Winlogon","6004","Warning","The winlogon notification subscriber <TrustedInstaller> failed a critical notification event."
"2026/09/16 19:35:54","Microsoft-Windows-WMI","63","Warning","A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
